model,accuracy,precision_macro,recall_macro,f1_macro,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,auc
rf_dynamic,0.8925,0.8947203016970459,0.8925000000000001,0.8923486152401815,0.8651162790697674,0.93,0.8963855421686747,0.9243243243243243,0.855,0.8883116883116883,0.62865
