epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
34/100,81.42986,0.32382,0.0037,19.98/503.53G,0.78G,1.
35/100,81.16007,0.32177,0.00364,19.57/503.53G,0.78G,1.
36/100,81.29496,0.32613,0.00356,21.03/503.53G,0.78G,1.
37/100,81.54227,0.32228,0.00349,22.26/503.53G,0.78G,1.
38/100,81.72212,0.32242,0.00342,20.84/503.53G,0.78G,1.
39/100,81.96942,0.32166,0.00335,20.44/503.53G,0.78G,1.
40/100,81.7446,0.3168,0.00327,20.38/503.53G,0.78G,1.
41/100,82.35162,0.31003,0.0032,20.29/503.53G,0.78G,1.
42/100,81.54227,0.31938,0.00312,19.82/503.53G,0.78G,1.
43/100,82.71133,0.30981,0.00305,20.72/503.53G,0.78G,1.
44/100,82.30665,0.31664,0.00297,19.09/503.53G,0.78G,1.
45/100,82.73381,0.30764,0.00289,19.00/503.53G,0.78G,1.
46/100,81.8795,0.31329,0.00281,18.98/503.53G,0.78G,1.
47/100,82.48651,0.30942,0.00274,20.50/503.53G,0.78G,1.
48/100,82.93615,0.31203,0.00266,19.82/503.53G,0.78G,1.
49/100,82.30665,0.31057,0.00258,20.16/503.53G,0.78G,1.
50/100,82.6214,0.30516,0.0025,20.20/503.53G,0.78G,1.
51/100,81.8795,0.3148,0.00242,15.78/503.53G,0.78G,1.
52/100,82.26169,0.31119,0.00234,16.51/503.53G,0.78G,1.
53/100,82.6214,0.30415,0.00227,20.68/503.53G,0.78G,1.
54/100,82.41906,0.31446,0.00219,20.98/503.53G,0.78G,1.
55/100,81.99191,0.30818,0.00211,24.67/503.53G,0.78G,1.
56/100,82.44155,0.30651,0.00203,23.76/503.53G,0.78G,1.
57/100,83.13849,0.29588,0.00195,24.76/503.53G,0.78G,1.
58/100,83.04856,0.30274,0.00188,24.26/503.53G,0.78G,1.
59/100,82.39658,0.30682,0.0018,25.27/503.53G,0.78G,1.
60/100,82.75629,0.30039,0.00173,25.90/503.53G,0.78G,1.
61/100,82.48651,0.3037,0.00165,25.07/503.53G,0.78G,1.
62/100,83.38579,0.29051,0.00158,25.52/503.53G,0.78G,1.
63/100,83.63309,0.29916,0.00151,26.06/503.53G,0.78G,1.
64/100,83.0036,0.29822,0.00144,26.74/503.53G,0.78G,1.
65/100,83.04856,0.29497,0.00137,21.32/503.53G,0.78G,1.
66/100,82.95863,0.3013,0.0013,21.78/503.53G,0.78G,1.
67/100,82.95863,0.29295,0.00123,21.57/503.53G,0.78G,1.
68/100,82.95863,0.29628,0.00116,22.14/503.53G,0.78G,1.
69/100,83.8804,0.29152,0.0011,20.77/503.53G,0.78G,1.
70/100,83.38579,0.29137,0.00103,21.03/503.53G,0.78G,1.
71/100,83.38579,0.29754,0.00097,21.05/503.53G,0.78G,1.
72/100,83.47572,0.29042,0.00091,21.94/503.53G,0.78G,1.
73/100,83.52068,0.29124,0.00085,21.35/503.53G,0.78G,1.
74/100,83.0036,0.29577,0.00079,18.88/503.53G,0.78G,1.
75/100,83.52068,0.28986,0.00073,18.55/503.53G,0.78G,1.
76/100,83.34083,0.29569,0.00068,18.38/503.53G,0.78G,1.
77/100,83.29586,0.29461,0.00062,18.64/503.53G,0.78G,1.
78/100,83.38579,0.29408,0.00057,18.50/503.53G,0.78G,1.
79/100,83.22842,0.2931,0.00052,28.66/503.53G,0.78G,1.
80/100,83.31835,0.29607,0.00048,28.81/503.53G,0.78G,1.
81/100,83.20594,0.29161,0.00043,28.26/503.53G,0.78G,1.
82/100,84.48741,0.2813,0.00039,27.86/503.53G,0.78G,1.
83/100,82.89119,0.29967,0.00035,27.89/503.53G,0.78G,1.
84/100,84.66727,0.27858,0.00031,28.25/503.53G,0.78G,1.
85/100,83.79047,0.28611,0.00027,28.68/503.53G,0.78G,1.
86/100,84.19514,0.28251,0.00024,28.01/503.53G,0.78G,1.
87/100,83.97032,0.28464,0.00021,29.32/503.53G,0.78G,1.
88/100,84.03777,0.28472,0.00018,28.61/503.53G,0.78G,1.
89/100,83.83543,0.28582,0.00015,29.25/503.53G,0.78G,1.
90/100,84.64478,0.28028,0.00012,29.72/503.53G,0.78G,1.
91/100,84.59982,0.28489,0.0001,29.10/503.53G,0.78G,1.
92/100,83.76799,0.287,8e-05,29.93/503.53G,0.78G,1.
93/100,84.80216,0.28647,6e-05,27.30/503.53G,0.78G,1.
94/100,83.70054,0.28795,4e-05,24.31/503.53G,0.78G,1.
95/100,83.90288,0.27968,3e-05,23.68/503.53G,0.78G,1.
96/100,84.21763,0.28072,2e-05,24.37/503.53G,0.78G,1.
97/100,83.04856,0.28955,1e-05,23.81/503.53G,0.78G,1.
98/100,83.63309,0.2884,0.0,23.77/503.53G,0.78G,1.
99/100,84.15018,0.28856,0.0,24.42/503.53G,0.78G,1.
100/100,83.97032,0.28604,0.0,23.90/503.53G,0.78G,1.
