epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
19/350,64.81565,0.4944,0.00099,23.98/755.17G,53.59G,0.33339155 0.33343843 0.33317003
20/350,71.58273,0.44159,0.00099,25.12/755.17G,56.77G,0.3333716  0.33356875 0.3330596
21/350,74.19065,0.41133,0.00099,25.05/755.17G,56.78G,0.33338755 0.33366293 0.3329495
22/350,75.35971,0.39756,0.00099,24.64/755.17G,58.36G,0.3333172  0.33379427 0.3328885
23/350,75.94424,0.39349,0.00099,25.42/755.17G,58.36G,0.33322477 0.33391237 0.33286285
24/350,78.25989,0.36706,0.00099,25.19/755.17G,58.36G,0.33324036 0.3339787  0.33278093
25/350,77.96763,0.36736,0.00099,26.21/755.17G,58.36G,0.3331333  0.33409378 0.3327729
26/350,78.43975,0.35647,0.00099,24.61/755.17G,58.36G,0.33311126 0.33416614 0.3327226
27/350,80.23831,0.32943,0.00099,25.42/755.17G,59.94G,0.33306345 0.3342652  0.3326713
28/350,79.74371,0.3375,0.00098,26.42/755.17G,59.94G,0.33302826 0.33435896 0.3326128
29/350,80.41817,0.3307,0.00098,25.77/755.17G,59.94G,0.33290854 0.33451197 0.3325795
30/350,80.44065,0.32848,0.00098,25.42/755.17G,59.94G,0.33274192 0.334681   0.3325771
31/350,80.6205,0.32732,0.00098,25.70/755.17G,59.94G,0.3326696  0.33479047 0.33253992
32/350,81.51978,0.31374,0.00098,25.78/755.17G,59.94G,0.33263618 0.33488327 0.33248058
33/350,81.33993,0.31113,0.00098,22.53/755.17G,59.94G,0.33256987 0.3349896  0.33244053
34/350,81.51978,0.30599,0.00098,23.10/755.17G,59.94G,0.33255166 0.33508626 0.3323621
35/350,82.32914,0.30259,0.00098,22.06/755.17G,59.94G,0.33249    0.33517045 0.33233953
36/350,83.0036,0.29011,0.00097,22.36/755.17G,59.94G,0.33244416 0.3352351  0.33232075
37/350,83.02608,0.29001,0.00097,21.86/755.17G,59.94G,0.33237115 0.33532634 0.3323025
38/350,82.84622,0.28441,0.00097,22.09/755.17G,59.94G,0.33235085 0.33538875 0.33226043
39/350,83.90288,0.27139,0.00097,24.76/755.17G,59.94G,0.3323577  0.33544424 0.33219802
40/350,83.67806,0.27175,0.00097,24.35/755.17G,59.94G,0.3323515  0.33548084 0.33216766
41/350,85.81385,0.25869,0.00097,24.97/755.17G,59.94G,0.33227652 0.3355685  0.332155
42/350,84.35252,0.26764,0.00096,24.30/755.17G,59.95G,0.33220693 0.3356468  0.33214626
43/350,84.375,0.26848,0.00096,24.35/755.17G,61.54G,0.33220223 0.33569422 0.33210352
44/350,84.80216,0.25804,0.00096,24.64/755.17G,61.54G,0.33214948 0.33577412 0.33207643
45/350,85.4991,0.25178,0.00096,24.51/755.17G,61.54G,0.33210406 0.33584845 0.33204752
46/350,85.76888,0.24112,0.00096,24.82/755.17G,61.54G,0.33206135 0.33592057 0.33201805
47/350,86.39838,0.24428,0.00096,25.39/755.17G,61.54G,0.33196497 0.3360106  0.3320244
48/350,86.71313,0.22859,0.00095,25.00/755.17G,61.54G,0.33191764 0.33606786 0.33201453
49/350,86.93795,0.22733,0.00095,24.83/755.17G,61.54G,0.33190382 0.336096   0.33200023
50/350,87.34263,0.22584,0.00095,24.88/755.17G,61.54G,0.33188295 0.33614618 0.33197087
51/350,87.58993,0.21689,0.00095,25.03/755.17G,61.54G,0.33184785 0.33623242 0.3319197
52/350,87.09532,0.22659,0.00095,24.55/755.17G,61.54G,0.3317999 0.3363031 0.331897
53/350,87.72482,0.21344,0.00094,24.83/755.17G,61.54G,0.33177    0.33635408 0.3318759
54/350,86.73561,0.22843,0.00094,24.51/755.17G,61.54G,0.33169642 0.33644643 0.33185717
55/350,87.05036,0.22293,0.00094,22.13/755.17G,61.54G,0.33165365 0.33651447 0.33183187
56/350,88.08453,0.213,0.00094,21.87/755.17G,61.54G,0.33161175 0.33656144 0.33182678
57/350,88.28687,0.20212,0.00094,22.08/755.17G,61.54G,0.33160967 0.33659357 0.3317967
58/350,88.71403,0.19772,0.00093,22.01/755.17G,61.54G,0.33160993 0.3366314  0.33175865
59/350,88.3768,0.2081,0.00093,22.15/755.17G,61.54G,0.33155805 0.33669323 0.3317487
60/350,88.57914,0.20256,0.00093,22.14/755.17G,61.54G,0.33153126 0.33672795 0.33174086
61/350,88.73651,0.20553,0.00093,22.15/755.17G,61.54G,0.33149606 0.33679676 0.3317072
62/350,89.14119,0.19244,0.00092,21.93/755.17G,61.54G,0.33139998 0.33690178 0.3316982
63/350,89.20863,0.1909,0.00092,22.36/755.17G,61.54G,0.33137846 0.33695793 0.33166364
64/350,89.2536,0.18838,0.00092,21.91/755.17G,61.54G,0.33131415 0.33702293 0.33166295
65/350,89.83813,0.18466,0.00092,22.49/755.17G,61.54G,0.3312591  0.33708566 0.3316552
66/350,90.06295,0.17935,0.00091,22.64/755.17G,61.54G,0.33122343 0.33713886 0.3316377
67/350,89.86061,0.1809,0.00091,22.47/755.17G,61.54G,0.33121005 0.33718342 0.3316065
68/350,90.01799,0.17394,0.00091,22.27/755.17G,61.54G,0.33118573 0.33722752 0.33158675
69/350,90.1304,0.17111,0.00091,22.12/755.17G,61.54G,0.3312192  0.3372488  0.33153197
70/350,90.26529,0.1724,0.0009,22.21/755.17G,61.54G,0.33115602 0.33732057 0.3315234
71/350,90.53507,0.16876,0.0009,22.48/755.17G,61.54G,0.33113348 0.3373649  0.3315016
72/350,91.07464,0.16809,0.0009,22.23/755.17G,61.54G,0.33110762 0.33738452 0.3315079
