epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
65/100,84.26259,0.27208,0.00137,41.05/503.47G,2.04G,0.24141277 0.75858724
66/100,84.59982,0.27952,0.0013,42.19/503.47G,2.04G,0.24178223 0.7582178
67/100,84.1277,0.27351,0.00123,38.64/503.47G,2.04G,0.24295197 0.757048
68/100,84.55486,0.26717,0.00116,39.24/503.47G,2.04G,0.24229017 0.7577098
69/100,85.20683,0.26982,0.0011,38.47/503.47G,2.04G,0.24359933 0.75640064
70/100,84.6223,0.26978,0.00103,39.10/503.47G,2.04G,0.24365689 0.75634307
71/100,85.56655,0.26709,0.00097,38.95/503.47G,2.04G,0.24395725 0.7560427
72/100,84.55486,0.26833,0.00091,39.37/503.47G,2.04G,0.24396884 0.75603116
73/100,84.10522,0.27565,0.00085,39.53/503.47G,2.04G,0.24460047 0.7553995
74/100,85.27428,0.2633,0.00079,40.03/503.47G,2.04G,0.24431476 0.75568527
75/100,85.09442,0.26632,0.00073,39.89/503.47G,2.04G,0.24460565 0.75539434
76/100,84.82464,0.27016,0.00068,40.33/503.47G,2.04G,0.24435997 0.75564003
77/100,85.04946,0.26663,0.00062,40.12/503.47G,2.04G,0.24429445 0.75570554
78/100,84.73471,0.26884,0.00057,40.37/503.47G,2.04G,0.24508008 0.7549199
79/100,84.35252,0.26684,0.00052,40.25/503.47G,2.04G,0.24597645 0.7540235
80/100,84.66727,0.27095,0.00048,41.30/503.47G,2.04G,0.24597317 0.75402683
81/100,85.76888,0.25769,0.00043,40.26/503.47G,2.04G,0.24608319 0.75391686
82/100,85.07194,0.26679,0.00039,41.12/503.47G,2.04G,0.24577694 0.7542231
83/100,85.31924,0.26174,0.00035,40.41/503.47G,2.04G,0.2464246 0.7535754
84/100,84.91457,0.26765,0.00031,41.84/503.47G,2.04G,0.24665843 0.75334156
85/100,84.82464,0.26233,0.00027,41.00/503.47G,2.04G,0.24675964 0.75324035
86/100,84.80216,0.267,0.00024,40.93/503.47G,2.04G,0.2470546  0.75294536
87/100,85.07194,0.26631,0.00021,41.51/503.47G,2.04G,0.24731658 0.75268346
88/100,85.18435,0.26139,0.00018,41.64/503.47G,2.04G,0.24741764 0.7525824
89/100,85.65647,0.25791,0.00015,40.76/503.47G,2.04G,0.24754542 0.7524546
90/100,84.98201,0.25738,0.00012,42.17/503.47G,2.04G,0.24754606 0.752454
91/100,85.52158,0.26067,0.0001,41.69/503.47G,2.04G,0.24758998 0.75241
92/100,84.44245,0.26625,8e-05,42.01/503.47G,2.04G,0.24775021 0.7522498
93/100,85.43165,0.25216,6e-05,42.83/503.47G,2.04G,0.24777496 0.75222504
94/100,84.75719,0.26311,4e-05,42.85/503.47G,2.04G,0.24780613 0.75219387
95/100,84.50989,0.27541,3e-05,42.48/503.47G,2.04G,0.2478075 0.7521925
96/100,85.72392,0.25241,2e-05,42.51/503.47G,2.04G,0.24781707 0.7521829
97/100,84.95953,0.26255,1e-05,43.78/503.47G,2.04G,0.24782962 0.7521704
98/100,85.99371,0.2543,0.0,42.93/503.47G,2.04G,0.24783567 0.75216436
99/100,85.36421,0.26405,0.0,42.74/503.47G,2.04G,0.24783725 0.75216275
100/100,85.20683,0.26368,0.0,43.14/503.47G,2.04G,0.24783744 0.7521626
