model,accuracy,precision_macro,recall_macro,f1_macro,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,auc
rlvs_baseline,0.64,0.6642857142857143,0.638013801380138,0.6242073122993814,0.725,0.4393939393939394,0.5471698113207547,0.6035714285714285,0.8366336633663366,0.7012448132780082,0.6553655365536555
