model,accuracy,precision_macro,recall_macro,f1_macro,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,auc
rwf_only,0.7014925373134329,0.7349906191369606,0.7319444444444444,0.7014260249554367,0.8846153846153846,0.575,0.696969696969697,0.5853658536585366,0.8888888888888888,0.7058823529411765,0.7805555555555556
