epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
29/100,78.95683,0.35272,0.00403,14.81/503.47G,0.77G,1.
30/100,79.11421,0.34912,0.00397,15.16/503.47G,0.77G,1.
31/100,78.6196,0.35115,0.00391,14.92/503.47G,0.77G,1.
32/100,79.78867,0.33848,0.00384,14.51/503.47G,0.77G,1.
33/100,79.58633,0.3404,0.00377,14.47/503.47G,0.77G,1.
34/100,79.38399,0.34669,0.0037,15.07/503.47G,0.77G,1.
35/100,79.54137,0.34679,0.00364,15.52/503.47G,0.77G,1.
36/100,80.26079,0.33751,0.00356,15.24/503.47G,0.77G,1.
37/100,79.47392,0.33706,0.00349,14.67/503.47G,0.77G,1.
38/100,80.14838,0.33385,0.00342,14.89/503.47G,0.77G,1.
39/100,79.22662,0.3412,0.00335,14.88/503.47G,0.77G,1.
40/100,79.54137,0.34141,0.00327,15.21/503.47G,0.77G,1.
41/100,79.2491,0.34293,0.0032,14.77/503.47G,0.77G,1.
42/100,79.54137,0.33966,0.00312,14.81/503.47G,0.77G,1.
43/100,79.67626,0.33902,0.00305,15.06/503.47G,0.77G,1.
44/100,81.0027,0.32733,0.00297,14.66/503.47G,0.77G,1.
45/100,80.59802,0.33096,0.00289,14.98/503.47G,0.77G,1.
46/100,80.55306,0.33517,0.00281,15.08/503.47G,0.77G,1.
47/100,79.83363,0.33535,0.00274,14.94/503.47G,0.77G,1.
48/100,80.77788,0.32504,0.00266,15.06/503.47G,0.77G,1.
49/100,80.1259,0.3336,0.00258,15.02/503.47G,0.77G,1.
50/100,80.73291,0.32743,0.0025,14.49/503.47G,0.77G,1.
51/100,80.19335,0.33524,0.00242,14.59/503.47G,0.77G,1.
52/100,80.55306,0.32782,0.00234,14.49/503.47G,0.77G,1.
53/100,82.23921,0.31772,0.00227,14.55/503.47G,0.77G,1.
54/100,81.42986,0.31965,0.00219,15.91/503.47G,0.77G,1.
55/100,80.80036,0.32264,0.00211,14.79/503.47G,0.77G,1.
56/100,80.71043,0.32398,0.00203,15.09/503.47G,0.77G,1.
57/100,80.14838,0.33179,0.00195,15.03/503.47G,0.77G,1.
58/100,81.58723,0.31772,0.00188,14.70/503.47G,0.77G,1.
59/100,81.36241,0.31393,0.0018,15.06/503.47G,0.77G,1.
60/100,82.1268,0.31397,0.00173,15.32/503.47G,0.77G,1.
61/100,81.20504,0.32094,0.00165,15.14/503.47G,0.77G,1.
62/100,80.73291,0.31943,0.00158,14.85/503.47G,0.77G,1.
63/100,81.7446,0.31391,0.00151,15.54/503.47G,0.77G,1.
64/100,81.36241,0.31868,0.00144,14.84/503.47G,0.77G,1.
65/100,81.63219,0.31983,0.00137,14.60/503.47G,0.77G,1.
66/100,82.08183,0.31125,0.0013,14.66/503.47G,0.77G,1.
67/100,82.84622,0.3004,0.00123,14.94/503.47G,0.77G,1.
68/100,82.64388,0.30365,0.00116,14.67/503.47G,0.77G,1.
69/100,82.14928,0.31239,0.0011,14.75/503.47G,0.77G,1.
70/100,81.90198,0.30797,0.00103,15.31/503.47G,0.77G,1.
71/100,81.90198,0.31478,0.00097,14.72/503.47G,0.77G,1.
72/100,82.21673,0.30778,0.00091,15.01/503.47G,0.77G,1.
73/100,81.81205,0.3092,0.00085,14.57/503.47G,0.77G,1.
74/100,82.3741,0.30796,0.00079,14.83/503.47G,0.77G,1.
75/100,81.99191,0.30697,0.00073,15.02/503.47G,0.77G,1.
76/100,82.39658,0.30956,0.00068,14.66/503.47G,0.77G,1.
77/100,81.76709,0.30835,0.00062,14.93/503.47G,0.77G,1.
78/100,82.21673,0.30585,0.00057,15.48/503.47G,0.77G,1.
79/100,82.30665,0.30398,0.00052,15.05/503.47G,0.77G,1.
80/100,81.99191,0.30629,0.00048,15.34/503.47G,0.77G,1.
81/100,83.47572,0.29563,0.00043,14.72/503.47G,0.77G,1.
82/100,82.28417,0.30428,0.00039,21.01/503.47G,0.77G,1.
83/100,82.66637,0.30489,0.00035,15.40/503.47G,0.77G,1.
84/100,82.84622,0.29889,0.00031,14.67/503.47G,0.77G,1.
85/100,82.66637,0.30608,0.00027,14.85/503.47G,0.77G,1.
86/100,82.6214,0.30907,0.00024,15.13/503.47G,0.77G,1.
87/100,82.77878,0.29819,0.00021,15.15/503.47G,0.77G,1.
88/100,82.59892,0.29995,0.00018,15.05/503.47G,0.77G,1.
89/100,82.98112,0.29781,0.00015,15.00/503.47G,0.77G,1.
90/100,82.6214,0.30111,0.00012,14.89/503.47G,0.77G,1.
91/100,82.82374,0.29766,0.0001,15.06/503.47G,0.77G,1.
92/100,82.82374,0.2991,8e-05,14.80/503.47G,0.77G,1.
93/100,83.20594,0.29148,6e-05,15.30/503.47G,0.77G,1.
94/100,82.82374,0.29787,4e-05,14.69/503.47G,0.77G,1.
95/100,81.99191,0.30592,3e-05,14.87/503.47G,0.77G,1.
96/100,83.22842,0.29677,2e-05,14.83/503.47G,0.77G,1.
97/100,82.35162,0.29911,1e-05,14.49/503.47G,0.77G,1.
98/100,83.2509,0.29773,0.0,14.97/503.47G,0.77G,1.
99/100,82.64388,0.29995,0.0,14.54/503.47G,0.77G,1.
100/100,82.41906,0.30238,0.0,14.90/503.47G,0.77G,1.
