epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
43/100,85.94874,0.2464,0.00305,51.40/755.17G,23.65G,0.12190381 0.17434168 0.7037545
44/100,85.47662,0.25221,0.00297,52.10/755.17G,23.65G,0.12068048 0.17263919 0.7066804
45/100,86.10612,0.2376,0.00289,52.18/755.17G,23.65G,0.11908691 0.17199993 0.70891315
46/100,86.01619,0.24366,0.00281,51.49/755.17G,23.65G,0.11657293 0.17163429 0.7117928
47/100,86.8705,0.23427,0.00274,51.91/755.17G,23.65G,0.11583414 0.17080978 0.7133561
48/100,86.42086,0.24244,0.00266,50.22/755.17G,23.65G,0.11633696 0.1698975  0.71376556
49/100,86.46583,0.24072,0.00258,49.81/755.17G,23.65G,0.11744213 0.17017339 0.7123844
50/100,86.30845,0.24127,0.0025,57.37/755.17G,23.65G,0.11581926 0.17002943 0.7141513
51/100,87.92716,0.22551,0.00242,59.61/755.17G,23.65G,0.11430172 0.16900378 0.7166945
52/100,87.05036,0.23325,0.00234,60.01/755.17G,23.65G,0.1143174  0.16895992 0.7167227
53/100,86.46583,0.23293,0.00227,59.10/755.17G,23.65G,0.11443004 0.16840467 0.7171653
54/100,88.01709,0.22279,0.00219,59.84/755.17G,23.65G,0.11282961 0.16815196 0.7190184
55/100,87.5,0.22738,0.00211,59.86/755.17G,23.65G,0.11146177 0.16799675 0.7205415
56/100,86.93795,0.23015,0.00203,59.14/755.17G,23.65G,0.11113317 0.16770603 0.72116077
57/100,87.58993,0.22644,0.00195,59.82/755.17G,23.65G,0.11133773 0.16787037 0.7207919
58/100,87.11781,0.23077,0.00188,50.43/755.17G,23.65G,0.11156633 0.16802679 0.7204069
59/100,87.18525,0.22941,0.0018,59.20/755.17G,23.65G,0.11154909 0.1683078  0.72014314
60/100,87.41007,0.2239,0.00173,59.95/755.17G,23.65G,0.11225599 0.16920398 0.71854
61/100,87.14029,0.22299,0.00165,59.77/755.17G,23.65G,0.11223485 0.16960606 0.7181591
62/100,86.64568,0.23084,0.00158,60.17/755.17G,23.65G,0.11136754 0.16811113 0.7205214
63/100,88.35432,0.21122,0.00151,49.91/755.17G,23.65G,0.11099391 0.16834545 0.72066057
64/100,88.03957,0.21563,0.00144,59.43/755.17G,23.96G,0.11050756 0.16836107 0.7211314
65/100,87.34263,0.23201,0.00137,59.37/755.17G,23.96G,0.10913149 0.16828376 0.7225848
66/100,88.03957,0.22193,0.0013,61.48/755.17G,23.96G,0.10731204 0.16716085 0.7255271
67/100,88.35432,0.21184,0.00123,50.08/755.17G,23.96G,0.10705776 0.16720642 0.72573584
68/100,87.85971,0.21832,0.00116,53.13/755.17G,23.96G,0.10690767 0.16723333 0.72585905
69/100,88.69155,0.20866,0.0011,54.70/755.17G,23.96G,0.10711076 0.16696365 0.72592556
70/100,87.43255,0.23006,0.00103,54.11/755.17G,23.96G,0.1068344  0.16796789 0.7251977
71/100,88.33183,0.21843,0.00097,54.06/755.17G,23.96G,0.1061585  0.16716672 0.72667474
72/100,87.76978,0.21364,0.00091,61.38/755.17G,23.96G,0.10611003 0.16785687 0.72603315
73/100,86.78058,0.2307,0.00085,62.33/755.17G,23.96G,0.1049829  0.16786967 0.7271474
74/100,88.42176,0.20909,0.00079,61.42/755.17G,23.96G,0.10512146 0.16844358 0.72643495
75/100,88.17446,0.21563,0.00073,61.12/755.17G,23.96G,0.10492672 0.16895434 0.7261189
76/100,88.06205,0.21036,0.00068,61.49/755.17G,23.96G,0.10515725 0.16950682 0.72533596
77/100,88.1295,0.21905,0.00062,62.04/755.17G,23.96G,0.1047672  0.16915753 0.7260753
78/100,88.60162,0.20701,0.00057,61.10/755.17G,23.96G,0.1046606  0.16892676 0.72641265
79/100,88.15198,0.21062,0.00052,61.04/755.17G,23.96G,0.10466005 0.16895474 0.72638524
80/100,88.21942,0.20318,0.00048,61.45/755.17G,23.96G,0.1049396 0.169438  0.7256225
81/100,88.42176,0.20874,0.00043,61.13/755.17G,23.96G,0.10464423 0.16939898 0.7259568
82/100,87.9946,0.21564,0.00039,61.43/755.17G,23.96G,0.10412942 0.1696118  0.72625875
83/100,88.30935,0.21132,0.00035,61.28/755.17G,23.96G,0.1039538  0.16945997 0.7265862
84/100,88.55665,0.20832,0.00031,61.76/755.17G,23.96G,0.10383402 0.16971987 0.7264461
85/100,87.54496,0.22274,0.00027,61.70/755.17G,23.96G,0.10350401 0.16940993 0.72708607
86/100,88.46673,0.208,0.00024,61.58/755.17G,23.96G,0.10349367 0.16942891 0.7270774
87/100,88.35432,0.20974,0.00021,61.30/755.17G,23.96G,0.10357037 0.1696086  0.72682106
88/100,88.03957,0.21376,0.00018,62.35/755.17G,23.96G,0.10352959 0.16959143 0.726879
89/100,88.08453,0.20866,0.00015,61.37/755.17G,23.96G,0.10363342 0.16982253 0.72654414
90/100,87.56745,0.21842,0.00012,61.71/755.17G,23.96G,0.10353627 0.16975597 0.72670776
91/100,87.65737,0.21208,0.0001,52.47/755.17G,23.96G,0.10343431 0.16978402 0.72678167
92/100,88.60162,0.2106,8e-05,50.16/755.17G,23.96G,0.10346231 0.16986074 0.72667694
93/100,88.28687,0.20706,6e-05,51.74/755.17G,23.96G,0.10343087 0.169928   0.7266412
94/100,87.81475,0.2243,4e-05,51.88/755.17G,23.96G,0.10335062 0.16988608 0.7267633
95/100,88.06205,0.21057,3e-05,49.94/755.17G,23.96G,0.10331958 0.16989446 0.72678596
96/100,88.19694,0.21046,2e-05,49.49/755.17G,23.96G,0.10331354 0.16990489 0.7267816
97/100,88.19694,0.21441,1e-05,64.31/755.17G,23.96G,0.10330766 0.16990906 0.7267833
98/100,88.17446,0.20941,0.0,63.95/755.17G,23.96G,0.10330749 0.16992463 0.7267679
99/100,87.61241,0.2173,0.0,62.52/755.17G,23.96G,0.10330626 0.16992389 0.7267698
100/100,88.6241,0.20109,0.0,62.62/755.17G,23.96G,0.10330655 0.16992423 0.7267692
