epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
64/100,83.63309,0.28115,0.00144,33.20/503.47G,19.31G,0.49380898 0.506191
65/100,83.65558,0.27557,0.00137,32.86/503.47G,19.31G,0.4914337 0.5085663
66/100,83.31835,0.27906,0.0013,33.17/503.47G,19.31G,0.49373707 0.5062629
67/100,84.50989,0.26841,0.00123,33.21/503.47G,19.31G,0.4917372 0.5082628
68/100,83.99281,0.27569,0.00116,33.23/503.47G,19.31G,0.48944473 0.51055527
69/100,82.98112,0.28533,0.0011,32.72/503.47G,19.31G,0.4887007 0.5112993
70/100,83.79047,0.27883,0.00103,33.20/503.47G,19.31G,0.48908174 0.5109183
71/100,83.47572,0.28104,0.00097,33.50/503.47G,19.31G,0.48698175 0.5130182
72/100,84.35252,0.26872,0.00091,39.01/503.47G,19.31G,0.4845375 0.5154625
73/100,83.58813,0.27446,0.00085,37.26/503.47G,19.31G,0.48465285 0.5153471
74/100,84.35252,0.27478,0.00079,36.53/503.47G,19.31G,0.48409605 0.5159039
75/100,84.08273,0.27515,0.00073,37.89/503.47G,19.31G,0.48410192 0.51589805
76/100,84.46493,0.27111,0.00068,37.11/503.47G,19.31G,0.4820682  0.51793176
77/100,85.22932,0.26245,0.00062,37.29/503.47G,19.31G,0.48110116 0.51889884
78/100,84.33004,0.27498,0.00057,36.63/503.47G,19.31G,0.4811109  0.51888907
79/100,83.8804,0.27342,0.00052,37.73/503.47G,19.31G,0.48155993 0.51844007
80/100,83.79047,0.27,0.00048,36.75/503.47G,19.31G,0.48117346 0.51882654
81/100,84.73471,0.26765,0.00043,34.66/503.47G,19.31G,0.48112062 0.5188794
82/100,84.03777,0.27185,0.00039,35.20/503.47G,19.31G,0.4803259 0.5196741
83/100,85.16187,0.26418,0.00035,35.20/503.47G,19.31G,0.48027682 0.5197232
84/100,84.95953,0.26828,0.00031,36.38/503.47G,19.31G,0.47940943 0.52059054
85/100,84.08273,0.26491,0.00027,34.53/503.47G,19.31G,0.47902977 0.5209703
86/100,84.35252,0.26611,0.00024,27.52/503.47G,19.31G,0.47874302 0.52125704
87/100,84.50989,0.26681,0.00021,27.87/503.47G,19.31G,0.47821814 0.52178186
88/100,84.84712,0.25869,0.00018,27.80/503.47G,19.31G,0.47799054 0.5220095
89/100,84.55486,0.26281,0.00015,28.35/503.47G,19.31G,0.477601 0.522399
90/100,85.0045,0.26529,0.00012,28.48/503.47G,19.31G,0.47709107 0.522909
91/100,85.11691,0.26178,0.0001,28.43/503.47G,20.89G,0.47702846 0.5229716
92/100,84.82464,0.26155,8e-05,27.70/503.47G,20.89G,0.4768665  0.52313346
93/100,84.55486,0.26701,6e-05,27.24/503.47G,20.89G,0.47672984 0.5232702
94/100,84.55486,0.26545,4e-05,27.63/503.47G,20.89G,0.4766809 0.5233191
95/100,84.59982,0.26832,3e-05,27.85/503.47G,20.89G,0.47660834 0.52339166
96/100,84.82464,0.26998,2e-05,28.81/503.47G,20.89G,0.47659785 0.52340215
97/100,83.97032,0.2726,1e-05,27.50/503.47G,20.89G,0.47658777 0.5234123
98/100,84.75719,0.26065,0.0,23.00/503.47G,20.89G,0.47659624 0.52340376
99/100,84.89209,0.26526,0.0,23.70/503.47G,20.89G,0.47659358 0.52340645
100/100,84.73471,0.26558,0.0,23.45/503.47G,20.89G,0.47659403 0.5234059
