epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
16/350,52.47302,0.58472,0.00099,21.57/755.17G,53.59G,0.3332767  0.33343905 0.33328423
17/350,53.3723,0.56814,0.00099,22.94/755.17G,55.18G,0.3330808  0.33364683 0.33327234
18/350,62.88219,0.51646,0.00099,23.24/755.17G,55.18G,0.33289844 0.33380315 0.33329844
19/350,70.41367,0.45385,0.00099,22.83/755.17G,56.76G,0.3327719  0.33392066 0.33330742
20/350,69.44694,0.45387,0.00099,23.29/755.17G,56.76G,0.332587   0.33404908 0.33336398
21/350,74.5054,0.41175,0.00099,23.69/755.17G,56.76G,0.3324489  0.33411467 0.33343637
22/350,76.46133,0.39164,0.00099,22.90/755.17G,56.76G,0.33236256 0.33415234 0.3334851
23/350,76.16906,0.38656,0.00099,22.77/755.17G,56.76G,0.33223796 0.33422464 0.3335374
24/350,78.64209,0.35843,0.00099,23.39/755.17G,56.77G,0.33205423 0.33430716 0.3336386
25/350,78.59712,0.35663,0.00099,25.56/755.17G,56.77G,0.33196157 0.33433884 0.33369958
26/350,76.61871,0.37527,0.00099,23.17/755.17G,58.35G,0.33171752 0.33447394 0.3338085
27/350,78.43975,0.34923,0.00099,23.45/755.17G,58.35G,0.33154133 0.33457273 0.3338859
28/350,81.11511,0.32115,0.00098,23.21/755.17G,59.94G,0.33136898 0.334645   0.33398598
29/350,81.18255,0.31664,0.00098,22.98/755.17G,59.94G,0.3311693  0.334745   0.33408573
30/350,81.83453,0.29856,0.00098,22.90/755.17G,59.94G,0.33104292 0.33481997 0.33413708
31/350,79.76619,0.32756,0.00098,24.16/755.17G,59.94G,0.33081833 0.3349532  0.3342285
32/350,82.10432,0.30337,0.00098,23.17/755.17G,59.95G,0.3306666  0.33499834 0.33433506
33/350,82.68885,0.29245,0.00098,23.52/755.17G,59.95G,0.3305403  0.33505365 0.33440602
34/350,82.82374,0.28795,0.00098,26.15/755.17G,59.95G,0.33036005 0.33513585 0.3345041
35/350,83.65558,0.28534,0.00098,26.03/755.17G,59.95G,0.33016455 0.33523938 0.3345961
36/350,84.03777,0.27132,0.00097,26.15/755.17G,59.95G,0.3300169  0.33529678 0.3346863
37/350,83.70054,0.28039,0.00097,26.79/755.17G,59.95G,0.32989702 0.33533248 0.3347705
38/350,84.35252,0.26906,0.00097,25.84/755.17G,59.95G,0.32978073 0.33538315 0.33483616
39/350,83.27338,0.28763,0.00097,25.93/755.17G,59.95G,0.32952154 0.33553666 0.3349418
