epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
31/100,85.20683,0.25915,0.00391,65.99/755.17G,18.37G,0.14060704 0.859393
32/100,84.10522,0.26367,0.00384,66.31/755.17G,18.37G,0.13974454 0.8602554
33/100,85.16187,0.26213,0.00377,65.38/755.17G,18.37G,0.13916568 0.8608343
34/100,84.8696,0.26299,0.0037,65.73/755.17G,18.37G,0.13435446 0.8656455
35/100,84.71223,0.26263,0.00364,66.36/755.17G,20.14G,0.12975602 0.87024397
36/100,84.68975,0.26602,0.00356,65.82/755.17G,20.14G,0.12765062 0.87234944
37/100,84.6223,0.26596,0.00349,65.45/755.17G,20.14G,0.12941773 0.8705823
38/100,85.07194,0.26298,0.00342,65.95/755.17G,20.14G,0.12894009 0.8710599
39/100,85.40917,0.25287,0.00335,66.22/755.17G,20.14G,0.12878409 0.87121594
40/100,84.59982,0.25735,0.00327,65.78/755.17G,20.14G,0.12698899 0.873011
41/100,84.82464,0.2634,0.0032,65.86/755.17G,20.14G,0.12896703 0.87103295
42/100,85.31924,0.25197,0.00312,66.16/755.17G,20.14G,0.12736666 0.8726334
43/100,84.91457,0.26143,0.00305,65.93/755.17G,20.14G,0.12733068 0.87266934
44/100,86.26349,0.24872,0.00297,65.40/755.17G,20.14G,0.1266253  0.87337476
45/100,85.67896,0.25216,0.00289,66.37/755.17G,20.14G,0.1269983 0.8730017
46/100,86.08363,0.24957,0.00281,66.24/755.17G,20.14G,0.12765066 0.8723493
47/100,85.16187,0.26259,0.00274,65.46/755.17G,20.14G,0.13014439 0.86985564
48/100,85.40917,0.25661,0.00266,66.00/755.17G,20.14G,0.12642035 0.8735796
49/100,85.85881,0.25004,0.00258,66.30/755.17G,20.14G,0.12549242 0.87450755
50/100,85.90378,0.24517,0.0025,65.57/755.17G,20.14G,0.12344275 0.87655723
51/100,85.54406,0.25327,0.00242,65.82/755.17G,21.98G,0.12417367 0.87582636
52/100,85.83633,0.24951,0.00234,65.77/755.17G,21.98G,0.12122177 0.8787782
53/100,85.83633,0.24369,0.00227,65.33/755.17G,22.98G,0.12019675 0.87980324
54/100,86.35342,0.24435,0.00219,66.06/755.17G,23.87G,0.12069999 0.8793
55/100,85.4991,0.24624,0.00211,65.59/755.17G,23.87G,0.11528223 0.88471776
56/100,86.66817,0.24241,0.00203,65.73/755.17G,23.87G,0.1141782  0.88582176
57/100,86.10612,0.24294,0.00195,66.20/755.17G,23.87G,0.11394361 0.8860564
58/100,86.64568,0.23738,0.00188,65.94/755.17G,23.87G,0.11467435 0.88532573
59/100,85.85881,0.24253,0.0018,65.68/755.17G,23.87G,0.11368795 0.88631207
60/100,86.66817,0.23751,0.00173,65.62/755.17G,23.87G,0.1148055  0.88519454
61/100,85.47662,0.24722,0.00165,65.63/755.17G,23.87G,0.11274525 0.8872548
62/100,86.44335,0.23886,0.00158,66.06/755.17G,23.87G,0.11225832 0.88774174
63/100,86.46583,0.24314,0.00151,65.85/755.17G,23.87G,0.11191767 0.8880823
64/100,86.39838,0.24064,0.00144,66.30/755.17G,23.87G,0.11162539 0.8883746
65/100,86.48831,0.2394,0.00137,65.64/755.17G,23.87G,0.11097449 0.8890255
66/100,86.96043,0.23543,0.0013,66.57/755.17G,23.87G,0.11071275 0.8892873
67/100,86.33094,0.2317,0.00123,66.19/755.17G,23.87G,0.11103413 0.88896585
68/100,86.33094,0.24066,0.00116,66.99/755.17G,23.87G,0.1102997 0.8897003
69/100,85.94874,0.23972,0.0011,64.48/755.17G,23.87G,0.10980457 0.8901954
70/100,86.98291,0.23131,0.00103,64.02/755.17G,23.87G,0.11045238 0.8895476
71/100,86.53327,0.23465,0.00097,64.21/755.17G,23.87G,0.11032733 0.8896727
72/100,87.27518,0.23332,0.00091,65.30/755.17G,23.87G,0.11101263 0.8889874
73/100,86.96043,0.22687,0.00085,64.09/755.17G,23.87G,0.11080095 0.8891991
74/100,86.80306,0.23602,0.00079,64.32/755.17G,23.87G,0.11127589 0.8887241
75/100,86.82554,0.23256,0.00073,64.53/755.17G,23.87G,0.11019868 0.8898013
76/100,86.48831,0.23693,0.00068,64.90/755.17G,23.87G,0.10983345 0.8901665
77/100,87.18525,0.23345,0.00062,64.33/755.17G,23.87G,0.10993055 0.8900694
78/100,86.91547,0.23506,0.00057,64.10/755.17G,23.87G,0.1098431  0.89015687
79/100,86.48831,0.23219,0.00052,64.25/755.17G,23.87G,0.10984186 0.8901581
80/100,87.56745,0.23022,0.00048,64.07/755.17G,23.87G,0.10953057 0.8904694
81/100,86.96043,0.22393,0.00043,63.70/755.17G,23.87G,0.10982577 0.89017415
82/100,87.38759,0.23012,0.00039,64.10/755.17G,23.87G,0.10980258 0.8901974
83/100,86.66817,0.23543,0.00035,64.04/755.17G,23.87G,0.10983811 0.8901619
84/100,86.93795,0.23224,0.00031,73.80/755.17G,23.87G,0.10982153 0.89017844
85/100,86.93795,0.22819,0.00027,74.12/755.17G,23.87G,0.10989508 0.89010495
86/100,86.44335,0.23999,0.00024,74.17/755.17G,23.87G,0.10983037 0.8901696
87/100,86.96043,0.23986,0.00021,73.68/755.17G,23.87G,0.10980879 0.8901912
88/100,87.47752,0.22521,0.00018,73.96/755.17G,23.87G,0.10979134 0.89020866
89/100,87.14029,0.22688,0.00015,73.74/755.17G,23.87G,0.10987912 0.8901209
90/100,86.71313,0.23613,0.00012,73.60/755.17G,23.87G,0.10985015 0.89014983
91/100,86.01619,0.23869,0.0001,73.78/755.17G,23.87G,0.10986982 0.89013016
92/100,86.82554,0.23166,8e-05,73.76/755.17G,23.87G,0.10985734 0.8901426
93/100,86.28597,0.23452,6e-05,73.76/755.17G,23.87G,0.10986226 0.89013773
94/100,86.75809,0.23281,4e-05,74.28/755.17G,23.87G,0.10982438 0.8901756
95/100,87.27518,0.22827,3e-05,73.47/755.17G,23.87G,0.10979448 0.89020556
96/100,87.05036,0.23027,2e-05,74.21/755.17G,23.87G,0.10977474 0.8902253
97/100,87.81475,0.21494,1e-05,63.92/755.17G,23.87G,0.10977079 0.8902292
98/100,88.01709,0.22576,0.0,64.37/755.17G,23.87G,0.10976893 0.8902311
99/100,87.18525,0.2278,0.0,64.87/755.17G,23.87G,0.10976826 0.8902317
100/100,87.61241,0.22142,0.0,64.08/755.17G,23.87G,0.10976869 0.8902313
