epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
29/100,85.85881,0.2526,0.00403,47.19/440.67G,20.26G,0.13812219 0.18615977 0.675718
30/100,85.22932,0.26356,0.00397,47.72/440.67G,20.26G,0.13448495 0.18396951 0.68154556
31/100,85.43165,0.26267,0.00391,47.82/440.67G,22.11G,0.13353114 0.18241024 0.6840586
32/100,85.54406,0.25696,0.00384,47.65/440.67G,22.11G,0.1317441  0.18109548 0.6871605
33/100,85.54406,0.2551,0.00377,47.38/440.67G,23.65G,0.13264646 0.180643   0.68671054
34/100,85.76888,0.25125,0.0037,48.03/440.67G,23.65G,0.12936176 0.17922056 0.6914177
35/100,85.13939,0.25762,0.00364,47.79/440.67G,23.65G,0.12826397 0.17789768 0.69383836
36/100,86.28597,0.2492,0.00356,47.54/440.67G,23.65G,0.12255635 0.1756494  0.7017942
37/100,85.94874,0.25443,0.00349,47.61/440.67G,23.65G,0.12467759 0.17629008 0.69903237
38/100,86.26349,0.24897,0.00342,47.61/440.67G,23.65G,0.12547246 0.17554682 0.69898075
39/100,86.08363,0.24599,0.00335,48.04/440.67G,23.65G,0.12438755 0.17538866 0.7002238
40/100,86.06115,0.24447,0.00327,47.27/440.67G,23.65G,0.12627748 0.17575292 0.69796956
41/100,86.48831,0.23835,0.0032,47.08/440.67G,23.65G,0.12402987 0.17360738 0.7023627
42/100,86.03867,0.24861,0.00312,47.36/440.67G,23.65G,0.122936   0.17547253 0.70159143
43/100,85.85881,0.24778,0.00305,47.35/440.67G,23.65G,0.12284961 0.17460907 0.7025413
44/100,85.31924,0.25395,0.00297,47.53/440.67G,23.65G,0.12156587 0.17226696 0.70616716
45/100,86.53327,0.23547,0.00289,47.51/440.67G,23.65G,0.11969943 0.17101596 0.7092846
46/100,86.08363,0.2444,0.00281,47.81/440.67G,23.65G,0.11663482 0.17065705 0.7127081
47/100,86.66817,0.23486,0.00274,47.57/440.67G,23.65G,0.11553048 0.16937718 0.7150924
48/100,86.30845,0.2423,0.00266,47.15/440.67G,23.65G,0.11540844 0.16829349 0.71629804
49/100,86.33094,0.24114,0.00258,47.67/440.67G,23.65G,0.11702777 0.1684179  0.7145543
50/100,86.35342,0.24115,0.0025,47.61/440.67G,23.65G,0.11567123 0.1688574  0.7154713
51/100,87.85971,0.22607,0.00242,47.20/440.67G,23.65G,0.11484186 0.1680847  0.7170735
52/100,87.14029,0.23444,0.00234,47.30/440.67G,23.65G,0.11438401 0.16757262 0.7180433
53/100,86.44335,0.23253,0.00227,47.30/440.67G,23.65G,0.11496079 0.16753261 0.7175066
54/100,87.11781,0.22337,0.00219,47.66/440.67G,23.65G,0.11307661 0.16724874 0.71967465
55/100,87.29766,0.22638,0.00211,47.50/440.67G,23.65G,0.11173876 0.16725184 0.72100943
56/100,87.11781,0.22906,0.00203,47.39/440.67G,23.65G,0.11103968 0.16679601 0.72216433
57/100,87.5,0.22624,0.00195,47.86/440.67G,23.65G,0.11097296 0.16696545 0.7220616
58/100,87.07284,0.23015,0.00188,47.45/440.67G,23.65G,0.11092209 0.1670292  0.7220487
59/100,86.8705,0.23094,0.0018,47.33/440.67G,23.65G,0.11004689 0.16695552 0.72299755
60/100,87.85971,0.22401,0.00173,47.70/440.67G,23.65G,0.1111267  0.16782871 0.72104466
61/100,87.38759,0.22192,0.00165,47.49/440.67G,23.65G,0.11165213 0.16861479 0.7197331
62/100,86.82554,0.22815,0.00158,47.50/440.67G,23.65G,0.11045161 0.16718625 0.7223621
63/100,88.24191,0.21221,0.00151,48.26/440.67G,23.65G,0.11025566 0.16737957 0.7223648
64/100,87.7473,0.21612,0.00144,46.87/440.67G,23.96G,0.10981218 0.1676652  0.7225226
65/100,87.61241,0.22952,0.00137,47.37/440.67G,23.96G,0.10842287 0.16755591 0.72402126
66/100,88.17446,0.22207,0.0013,47.54/440.67G,23.96G,0.10696713 0.16646817 0.7265647
67/100,88.15198,0.21141,0.00123,47.67/440.67G,23.96G,0.10700065 0.16682851 0.72617084
68/100,87.27518,0.21915,0.00116,47.50/440.67G,23.96G,0.10698879 0.16688964 0.72612154
69/100,88.60162,0.20819,0.0011,47.50/440.67G,23.96G,0.10739464 0.16687146 0.72573394
70/100,87.47752,0.22944,0.00103,47.42/440.67G,23.96G,0.10728651 0.16791818 0.72479534
71/100,88.17446,0.21704,0.00097,47.52/440.67G,23.96G,0.10660508 0.16705228 0.72634256
72/100,87.90468,0.21588,0.00091,47.34/440.67G,23.96G,0.10653377 0.1676414  0.7258248
73/100,86.8705,0.233,0.00085,47.22/440.67G,23.96G,0.10560881 0.16784962 0.72654164
74/100,88.28687,0.20877,0.00079,47.63/440.67G,23.96G,0.10561423 0.16814338 0.72624236
75/100,87.92716,0.21545,0.00073,47.19/440.67G,23.96G,0.10539027 0.16865739 0.7259523
76/100,87.92716,0.20992,0.00068,46.99/440.67G,23.96G,0.10573701 0.16931736 0.72494566
77/100,88.1295,0.21903,0.00062,47.44/440.67G,23.96G,0.10520752 0.16902353 0.725769
78/100,88.53417,0.20703,0.00057,47.45/440.67G,23.96G,0.10507314 0.16870986 0.726217
79/100,88.39928,0.20917,0.00052,46.97/440.67G,23.96G,0.10505385 0.16877268 0.7261736
80/100,88.73651,0.20339,0.00048,48.09/440.67G,23.96G,0.10524825 0.16913657 0.7256152
81/100,88.42176,0.20965,0.00043,47.41/440.67G,23.96G,0.10506982 0.16920531 0.7257248
82/100,88.24191,0.21548,0.00039,47.76/440.67G,23.96G,0.10456164 0.16942587 0.7260125
83/100,88.42176,0.21061,0.00035,47.57/440.67G,23.96G,0.10435501 0.16922317 0.72642183
84/100,88.48921,0.20793,0.00031,47.27/440.67G,23.96G,0.10419942 0.16944367 0.726357
85/100,87.52248,0.22389,0.00027,47.65/440.67G,23.96G,0.10383109 0.16913125 0.7270376
86/100,88.28687,0.20881,0.00024,47.22/440.67G,23.96G,0.10381005 0.16911605 0.7270739
87/100,87.94964,0.21086,0.00021,47.91/440.67G,23.96G,0.10383386 0.16926719 0.726899
88/100,87.97212,0.21305,0.00018,48.08/440.67G,23.96G,0.10380174 0.16925871 0.7269395
89/100,88.1295,0.20811,0.00015,47.34/440.67G,23.96G,0.10386885 0.16944101 0.72669005
90/100,87.61241,0.21792,0.00012,47.58/440.67G,23.96G,0.10376077 0.16937539 0.7268638
91/100,87.9946,0.2122,0.0001,47.40/440.67G,23.96G,0.10368374 0.16943674 0.72687954
92/100,88.64658,0.20971,8e-05,47.44/440.67G,23.96G,0.10371204 0.16952159 0.7267664
93/100,88.28687,0.20715,6e-05,47.66/440.67G,23.96G,0.10368986 0.16958088 0.7267292
94/100,87.65737,0.22446,4e-05,47.23/440.67G,23.96G,0.10361777 0.16954409 0.7268381
95/100,88.30935,0.2124,3e-05,47.76/440.67G,23.96G,0.10358873 0.16955422 0.72685707
96/100,87.97212,0.20975,2e-05,47.22/440.67G,23.96G,0.10357564 0.16956267 0.72686166
97/100,88.53417,0.21471,1e-05,47.24/440.67G,23.96G,0.10357228 0.16956435 0.7268634
98/100,88.08453,0.20962,0.0,47.43/440.67G,23.96G,0.10357424 0.16957857 0.72684723
99/100,87.83723,0.21675,0.0,47.17/440.67G,23.96G,0.10357262 0.16957814 0.7268492
100/100,88.60162,0.20107,0.0,47.52/440.67G,23.96G,0.10357285 0.1695784  0.7268488
