epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
1/100,58.45324,0.53954,0.001,45.41/503.53G,3.35G,0.3337719  0.33280542 0.33342266
2/100,73.17896,0.41465,0.00199,47.53/503.53G,7.05G,0.33217624 0.33190733 0.3359164
3/100,76.55126,0.3782,0.00298,48.05/503.53G,7.35G,0.3272247  0.33006102 0.34271428
4/100,78.10252,0.36247,0.00397,48.49/503.53G,9.19G,0.31363103 0.32751074 0.35885823
5/100,78.01259,0.35539,0.00497,48.75/503.53G,9.19G,0.2942717  0.31829965 0.3874286
6/100,79.60881,0.33927,0.00496,49.01/503.53G,11.04G,0.2707583  0.30954787 0.4196939
7/100,80.98022,0.31611,0.00494,49.54/503.53G,11.04G,0.2523909  0.2956696  0.45193955
8/100,80.01349,0.3295,0.00492,50.05/503.53G,12.58G,0.23353772 0.28214368 0.48431858
9/100,82.08183,0.30296,0.0049,51.08/503.53G,12.88G,0.21303391 0.26705196 0.5199141
10/100,81.85701,0.30244,0.00488,50.28/503.53G,12.88G,0.19887055 0.25506395 0.5460655
11/100,82.89119,0.29938,0.00485,58.02/503.53G,14.73G,0.18625538 0.24352089 0.57022375
12/100,82.55396,0.30003,0.00482,53.15/503.53G,14.73G,0.17702262 0.23478487 0.5881925
13/100,83.34083,0.2809,0.00479,53.24/503.53G,16.27G,0.1673595  0.22730106 0.6053394
14/100,83.63309,0.29008,0.00476,53.19/503.53G,16.57G,0.15719675 0.2165131  0.62629014
15/100,84.26259,0.27671,0.00473,54.18/503.53G,18.12G,0.1522167  0.21302767 0.6347556
16/100,83.63309,0.27904,0.00469,54.92/503.53G,18.42G,0.15047176 0.20565237 0.64387584
17/100,84.08273,0.27584,0.00465,55.42/503.53G,18.42G,0.14672582 0.20478433 0.64848983
18/100,84.68975,0.27461,0.00461,54.48/503.53G,18.42G,0.14698026 0.19948685 0.65353286
19/100,84.33004,0.27007,0.00457,55.79/503.53G,18.42G,0.14592054 0.19695616 0.6571233
20/100,84.08273,0.27473,0.00452,54.60/503.53G,18.42G,0.14217684 0.19148429 0.6663389
21/100,84.73471,0.26277,0.00448,55.60/503.53G,18.42G,0.14039573 0.18925828 0.670346
22/100,85.16187,0.2607,0.00443,56.41/503.53G,18.42G,0.13703255 0.18564127 0.67732614
23/100,84.39748,0.26579,0.00438,56.28/503.53G,18.42G,0.13630277 0.18433712 0.67936015
24/100,84.8696,0.26594,0.00432,56.43/503.53G,18.42G,0.13396952 0.18334559 0.6826849
25/100,84.77968,0.26129,0.00427,56.95/503.53G,18.42G,0.13338986 0.18098533 0.6856249
26/100,85.97122,0.24941,0.00421,58.52/503.53G,18.42G,0.13444203 0.17862125 0.6869367
27/100,85.54406,0.2551,0.00415,57.78/503.53G,18.42G,0.13026471 0.17613724 0.69359803
28/100,85.83633,0.25387,0.00409,57.65/503.53G,18.42G,0.12987272 0.17615415 0.6939732
29/100,86.08363,0.24866,0.00403,57.47/503.53G,18.42G,0.1290156  0.17248861 0.6984958
30/100,86.3759,0.24429,0.00397,58.15/503.53G,18.42G,0.12498715 0.17146695 0.70354587
31/100,84.59982,0.25826,0.00391,58.26/503.53G,18.42G,0.11930263 0.1677467  0.71295065
32/100,86.6232,0.24386,0.00384,58.62/503.53G,18.42G,0.11989409 0.1693939  0.710712
33/100,86.21853,0.24478,0.00377,58.54/503.53G,18.42G,0.1175851 0.1658195 0.7165954
34/100,85.22932,0.2521,0.0037,59.96/503.53G,18.42G,0.11631083 0.16398545 0.7197038
35/100,86.06115,0.24428,0.00364,59.93/503.53G,19.96G,0.1146804  0.16289887 0.72242075
36/100,85.7464,0.24597,0.00356,60.13/503.53G,20.22G,0.11646976 0.1626732  0.720857
37/100,87.20773,0.23579,0.00349,59.73/503.53G,20.22G,0.116595   0.16190875 0.7214963
38/100,86.10612,0.24666,0.00342,62.44/503.53G,20.22G,0.11609792 0.16074276 0.7231593
39/100,86.51079,0.22829,0.00335,60.28/503.53G,20.22G,0.11563315 0.16156475 0.7228021
40/100,86.82554,0.2337,0.00327,60.07/503.53G,20.22G,0.11586521 0.16139542 0.72273934
41/100,86.39838,0.23513,0.0032,58.01/503.53G,20.22G,0.11314312 0.15993048 0.7269263
42/100,87.0054,0.23574,0.00312,58.24/503.53G,20.22G,0.11216554 0.15823324 0.72960126
43/100,87.27518,0.22849,0.00305,58.23/503.53G,20.22G,0.11300105 0.15805236 0.72894657
44/100,86.39838,0.23844,0.00297,59.31/503.53G,20.22G,0.1143331  0.1601398  0.72552717
45/100,86.19604,0.24062,0.00289,57.87/503.53G,20.22G,0.10981462 0.1572662  0.7329192
46/100,87.2527,0.22841,0.00281,58.43/503.53G,20.22G,0.10950229 0.1574129  0.73308486
47/100,86.75809,0.23607,0.00274,58.84/503.53G,20.22G,0.1091826 0.1573487 0.7334687
48/100,86.6232,0.23177,0.00266,58.81/503.53G,20.22G,0.1099697  0.15826099 0.7317694
49/100,87.11781,0.24061,0.00258,59.98/503.53G,20.22G,0.10810332 0.15777692 0.73411983
50/100,87.81475,0.22648,0.0025,60.32/503.53G,20.22G,0.10693121 0.15855084 0.734518
51/100,87.20773,0.22934,0.00242,59.94/503.53G,20.22G,0.1064321  0.15894486 0.734623
52/100,87.23022,0.22366,0.00234,60.08/503.53G,22.11G,0.10547921 0.1573625  0.7371583
53/100,87.41007,0.23194,0.00227,60.66/503.53G,22.11G,0.10555551 0.15607624 0.7383683
54/100,86.8705,0.23514,0.00219,60.38/503.53G,22.11G,0.10477588 0.15603133 0.7391928
55/100,87.41007,0.21963,0.00211,60.02/503.53G,22.11G,0.1050538 0.1572215 0.7377247
56/100,87.5,0.2207,0.00203,60.79/503.53G,22.11G,0.10445119 0.15747005 0.7380788
57/100,88.1295,0.22297,0.00195,61.40/503.53G,22.11G,0.105162   0.15844014 0.73639786
58/100,88.06205,0.21969,0.00188,61.82/503.53G,22.11G,0.10311663 0.1574141  0.73946923
59/100,87.27518,0.22457,0.0018,61.27/503.53G,22.11G,0.10226434 0.15739456 0.74034107
60/100,87.52248,0.22309,0.00173,62.00/503.53G,22.11G,0.10191379 0.15728948 0.74079674
61/100,87.29766,0.21748,0.00165,61.87/503.53G,22.11G,0.10183825 0.15763885 0.7405229
62/100,87.2527,0.21928,0.00158,61.32/503.53G,22.11G,0.1011095  0.15811472 0.7407759
63/100,88.10701,0.21378,0.00151,62.32/503.53G,22.11G,0.10094605 0.15771836 0.7413356
64/100,88.24191,0.21635,0.00144,62.46/503.53G,22.11G,0.10099199 0.15941446 0.7395935
65/100,87.85971,0.21959,0.00137,62.65/503.53G,22.11G,0.10030414 0.15839899 0.74129695
