epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
16/350,49.73022,18.56543,0.00099,51.02/755.17G,55.87G,0.49741882 0.5025811
17/350,52.60791,19.02264,0.00099,50.37/755.17G,57.20G,0.49741793 0.5025821
18/350,54.81115,17.79738,0.00099,51.27/755.17G,57.20G,0.49679154 0.50320846
19/350,64.16367,17.17877,0.00099,50.93/755.17G,57.20G,0.49508443 0.50491554
20/350,70.23381,16.9106,0.00099,51.71/755.17G,57.20G,0.49327713 0.50672287
21/350,72.68435,16.65571,0.00099,52.11/755.17G,57.20G,0.49141678 0.5085832
22/350,74.93255,16.4427,0.00099,50.86/755.17G,57.20G,0.4892142  0.51078576
23/350,76.73112,16.22564,0.00099,51.52/755.17G,58.53G,0.4869756 0.5130244
24/350,77.60791,16.03854,0.00099,50.06/755.17G,58.53G,0.48456126 0.51543874
25/350,78.86691,15.90724,0.00099,51.52/755.17G,58.53G,0.48225683 0.5177432
26/350,79.2491,15.81717,0.00099,51.76/755.17G,58.53G,0.47979075 0.52020925
27/350,79.54137,15.67768,0.00099,53.90/755.17G,58.53G,0.47744894 0.5225511
28/350,79.96853,15.53188,0.00098,52.86/755.17G,58.53G,0.47530788 0.5246921
29/350,80.03597,15.43523,0.00098,51.94/755.17G,58.53G,0.47313574 0.5268643
30/350,80.91277,15.29946,0.00098,53.31/755.17G,58.53G,0.47108415 0.5289158
31/350,81.27248,15.17569,0.00098,52.74/755.17G,58.53G,0.46880847 0.5311916
32/350,81.07014,15.08804,0.00098,50.73/755.17G,58.53G,0.46687326 0.5331267
33/350,81.60971,14.98474,0.00098,51.14/755.17G,58.53G,0.46485567 0.5351443
34/350,82.19424,14.85965,0.00098,50.32/755.17G,58.53G,0.46289232 0.5371077
35/350,79.74371,14.91171,0.00098,52.41/755.17G,58.53G,0.46166736 0.53833264
36/350,81.92446,14.78619,0.00097,52.32/755.17G,58.53G,0.4597556 0.5402444
37/350,81.67716,14.63567,0.00097,50.68/755.17G,58.53G,0.45769623 0.5423038
38/350,82.84622,14.47395,0.00097,50.84/755.17G,58.53G,0.4555815 0.5444185
39/350,83.0036,14.31461,0.00097,53.26/755.17G,58.53G,0.4533157  0.54668427
40/350,83.83543,14.21487,0.00097,51.78/755.17G,58.53G,0.45099255 0.5490074
41/350,83.85791,14.14105,0.00097,51.78/755.17G,58.53G,0.44903037 0.55096966
42/350,83.72302,14.07822,0.00096,51.19/755.17G,58.53G,0.4470913 0.5529087
43/350,83.63309,14.00349,0.00096,50.84/755.17G,58.53G,0.44532016 0.5546799
44/350,83.8804,13.91063,0.00096,52.06/755.17G,58.53G,0.44344378 0.5565562
45/350,84.71223,13.8257,0.00096,51.93/755.17G,58.53G,0.4419809  0.55801916
46/350,84.89209,13.72962,0.00096,51.23/755.17G,59.86G,0.4403443  0.55965567
47/350,84.06025,13.68568,0.00096,50.93/755.17G,59.86G,0.43900853 0.56099147
48/350,84.26259,13.61206,0.00095,51.17/755.17G,59.86G,0.43748304 0.562517
49/350,85.45414,13.49855,0.00095,51.73/755.17G,59.86G,0.43591696 0.564083
50/350,85.20683,13.50147,0.00095,52.15/755.17G,59.86G,0.4344273 0.5655727
51/350,85.27428,13.42917,0.00095,51.38/755.17G,59.86G,0.4328107  0.56718934
52/350,85.54406,13.34318,0.00095,51.97/755.17G,59.86G,0.43111184 0.5688881
53/350,85.94874,13.28114,0.00094,49.95/755.17G,59.86G,0.42919126 0.5708087
54/350,86.39838,13.21083,0.00094,52.79/755.17G,59.87G,0.42741236 0.5725876
55/350,85.04946,13.21921,0.00094,52.22/755.17G,59.87G,0.4259265 0.5740735
56/350,86.82554,13.13907,0.00094,53.14/755.17G,59.87G,0.42459318 0.57540685
57/350,86.3759,13.07956,0.00094,51.83/755.17G,59.87G,0.42317662 0.5768234
58/350,87.07284,13.04063,0.00093,53.06/755.17G,59.87G,0.42161885 0.5783812
59/350,86.46583,13.0002,0.00093,46.07/755.17G,59.87G,0.42018816 0.5798118
60/350,86.84802,12.95431,0.00093,45.55/755.17G,59.87G,0.4189005 0.5810995
